9207260	19920727
9207261	19920727
9207262	19920727
9207263	19920727
9207264	19920727
9207265	19920727
9207266	19920728
9207267	19920728
9207268	19920729
9207269	19920730
9207270	19920729
9207271	19920730
9207272	19920730
9207273	19920730
9207274	19920730
9207275	19920730
9207276	19920731
9207277	19920731
9207278	19920731
9207279	19920801
119207001	19920713
119207002	19920713
119207024	19920722
119207034	19920731
119207017	19920707
119207037	19920713
119207045	19920713
119207074	19920722
119207082	19920724
119207103	19920729
119207118	19920731
9208201	19920803
9208202	19920804
9208203	19920804
9208204	19920804
9208205	19920804
9208206	19920804
9208207	19920804
9208208	19920805
9208209	19920805
9208210	19920805
9208211	19920806
9208212	19920806
9208213	19920806
9208214	19920807
9208215	19920807
9208216	19920810
9208217	19920810
9208218	19920810
9208219	19920811
9208220	19920811
9208221	19920811
9208222	19920812
9208223	19920811
9208224	19920812
9208225	19920813
9208226	19920814
9208227	19920814
9208228	19920817
9208229	19920817
9208230	19920818
9208231	19920818
9208232	19920819
9208233	19920819
9208234	19920819
9208235	19920820
9208236	19920821
9208237	19920821
9208238	19920821
9208239	19920821
9208240	19920821
9208241	19920721
9208242	19920824
9208243	19920824
9208244	19920824
9208245	19920825
9208246	19920825
9208247	19920825
9208248	19920825
9208249	19920826
9208250	19920826
9208251	19920826
9208252	19920826
9208253	19920826
9208254	19920826
9208255	19920827
9208256	19920827
9208257	19920827
9208258	19920828
9208259	19920828
9208260	19920831
9208261	19920831
9208262	19920831
119208001	19920804
119208004	19920811
119208007	19920827
119208008	19920812
119208009	19920812
119208017	19920820
119208025	19920826
119208023	19920809
119208024	19920809
119208052	19920821
9209201	19920901
9209202	19920901
9209203	19920901
9209204	19920901
9209205	19920902
9209206	19920902
9209207	19920902
9209208	19920903
9209209	19920903
9209210	19920903
9209211	19920903
9209212	19920904
9209213	19920904
9209214	19920904
9209215	19920904
9209216	19920904
9209217	19920905
9209218	19920907
9209219	19920907
9209220	19920907
9209221	19920907
9209222	19920909
9209223	19920909
9209224	19920910
9209225	19920910
9209226	19920911
9209227	19920911
9209228	19920911
9209229	19920911
9209230	19920913
9209231	19920914
9209232	19920914
9209233	19920914
9209234	19920914
9209235	19920914
9209236	19920915
9209237	19920915
9209238	19920915
9209239	19920915
9209240	19920915
9209241	19920915
9209242	19920915
9209243	19920916
9209244	19920916
9209245	19920916
9209246	19920916
9209247	19920917
9209248	19920917
9209249	19920917
9209250	19920917
9209251	19920918
9209252	19920918
9209253	19920918
9209254	19920918
9209255	19920918
9209256	19920918
9209257	19920920
9209258	19920920
9209259	19920921
9209260	19920921
9209261	19920921
9209262	19920921
9209263	19920921
9209264	19920922
9209265	19920922
9209266	19920922
9209267	19920923
9209268	19920923
9209269	19920923
9209270	19920923
9209271	19920923
9209272	19920923
9209273	19920923
9209274	19920923
9209275	19920924
9209276	19920924
9209277	19920924
9209278	19920924
9209279	19920924
9209280	19920924
9209281	19920924
9209282	19920925
9209283	19920925
9209284	19920928
9209285	19920928
9209286	19920928
9209287	19920928
9209288	19920928
9209289	19920928
9209290	19920929
9209291	19920929
9209292	19920929
9209293	19920929
9209294	19920929
9209295	19920929
9209296	19920930
9209297	19920930
9209298	19920930
9209299	19920930
119209003	19920913
119209005	19920924
119209006	19920929
119209014	19920908
119209020	19920907
119209088	19920923
119209124	19920929
119209128	19920930
9210201	19921001
9210202	19921001
9210203	19921001
9210204	19921001
9210205	19921002
9210206	19921002
9210207	19921002
9210208	19921004
9210209	19921005
9210210	19921005
9210211	19921005
9210212	19921005
9210213	19921005
9210214	19921005
9210215	19921006
9210216	19921006
9210217	19921006
9210218	19921007
9210219	19921007
9210220	19921008
9210221	19921008
9210222	19921008
9210223	19921009
9210224	19921009
9210225	19921009
9210226	19921009
9210227	19921009
9210228	19921012
9210229	19921012
9210230	19921013
9210231	19921013
9210232	19921013
9210233	19921013
9210234	19921014
9210235	19921014
9210236	19921014
9210237	19921015
9210238	19921015
9210239	19921015
9210240	19921015
9210241	19921016
9210242	19921016
9210243	19921016
9210244	19921019
9210245	19921019
9210246	19921017
9210247	19921019
9210248	19921020
9210249	19921020
9210250	19921020
9210251	19921020
9210252	19921020
9210253	19921020
9210254	19921020
9210255	19921021
9210256	19921022
9210257	19921022
9210258	19921022
9210259	19921022
9210260	19921023
9210261	19921024
9210262	19921026
9210263	19921026
9210264	19921026
9210265	19921027
9210266	19921027
9210267	19921027
9210268	19921027
9210269	19921027
9210270	19921028
9210271	19921028
9210272	19921028
9210273	19921028
9210274	19921029
9210275	19921029
9210276	19921029
9210277	19921029
9210278	19921029
9210279	19921030
9210280	19921030
9210281	19921030
119210007	19921031
119210008	19921013
119210005	19921007
119210015	19921009
119210033	19921027
119210035	19921028
119210042	19921031
119210046	19921008
119210047	19921008
119210048	19921009
119210092	19921016
119210147	19921028
119210003	19921002
119210007	19921012
119210008	19921012
119210009	19921012
9211201	19921102
9211202	19920211
9211203	19921102
9211204	19921102
9211205	19921102
9211206	19921102
9211207	19921102
9211208	19921103
9211209	19921104
9211210	19921103
9211211	19921104
9211212	19921105
9211213	19921105
9211214	19921105
9211215	19921105
9211216	19921106
9211217	19921106
9211218	19921106
9211219	19921106
9211220	19921106
9211221	19921106
9211222	19921106
9211223	19921106
9211224	19921106
9211225	19921106
9211226	19921106
9211227	19921107
9211228	19921107
9211229	19921109
9211230	19921109
9211231	19921109
9211232	19921109
9211233	19921109
9211234	19921109
9211235	19921109
9211236	19921110
9211237	19921111
9211238	19921111
9211239	19921111
9211240	19921112
9211241	19921112
9211242	19921112
9211243	19921113
9211244	19921113
9211245	19921113
9211246	19921113
9211247	19921113
9211248	19921116
9211249	19921116
9211250	19921116
9211251	19921116
9211252	19921116
9211253	19921116
9211254	19921116
9211255	19921117
9211256	19921117
9211257	19921117
9211258	19921117
9211259	19921117
9211260	19921117
9211261	19921117
9211262	19921117
9211263	19921117
9211264	19921102
9211265	19921102
9211266	19921117
9211267	19921118
9211268	19921118
9211269	19921118
9211270	19921118
9211271	19921119
9211272	19921118
9211273	19921119
9211274	19921102
9211275	19921119
9211276	19921119
9211277	19921119
9211278	19921119
9211279	19921119
9211280	19921119
9211281	19921119
9211282	19921119
9211283	19921120
9211284	19921120
9211285	19921121
9211286	19921120
9211287	19921120
9211288	19921120
9211289	19921120
9211290	19921120
9211291	19921120
9211292	19921120
9211293	19921120
9211294	19921119
9211295	19921123
9211296	19921123
9211297	19921123
9211298	19921123
9211299	19921124
9211300	19921124
9211301	19921124
9211302	19921124
9211303	19921125
9211304	19921125
9211305	19921125
9211306	19921125
9211307	19921125
9211308	19921125
9211309	19921125
9211310	19921125
9211311	19921125
9211312	19921125
9211313	19921125
9211314	19921125
9211315	19921125
9211316	19921125
9211317	19921125
9211318	19921125
9211319	19921125
9211320	19921126
9211321	19921126
9211322	19921126
9211323	19921126
9211324	19921126
9211325	19921127
9211326	19921127
9211327	19921127
9211328	19921128
9211329	19921122
9211330	19921129
9211331	19921129
9211332	19921130
9211333	19921130
9211334	19921130
9211335	19921130
9211336	19921130
9211337	19921130
9211338	19921201
119211004	19921107
119211008	19921110
119211011	19921117
119211013	19921119
119211004	19921102
119211005	19921102
119211046	19921117
119211051	19921118
119211058	19921124
119211076	19921117
119211091	19921120
119211092	19921121
119211101	19921123
119211110	19921124
119211116	19921124
119211140	19921130
119211001	19921102
119211003	19921104
119211008	19921112
119211010	19921120
119211011	19921123
9212201	19921201
9212202	19921201
9212203	19921201
9212204	19921201
9212205	19921201
9212206	19921201
9212207	19921202
9212208	19921202
9212209	19921202
9212210	19921202
9212211	19921202
9212212	19921202
9212213	19921202
9212214	19921203
9212215	19921203
9212216	19921203
9212217	19921203
9212218	19921203
9212219	19921203
9212220	19921203
9212221	19921203
9212222	19921204
9212223	19921204
9212224	19921204
9212225	19921205
9212226	19921205
9212227	19921206
9212228	19921206
9212229	19921207
9212230	19921207
9212231	19921207
9212232	19921207
9212233	19921207
9212234	19921207
9212235	19921207
9212236	19921208
9212237	19921208
9212238	19921208
9212239	19921208
9212240	19921208
9212241	19921208
9212242	19921209
9212243	19921209
9212244	19921209
9212245	19921209
9212246	19921210
9212247	19921210
9212248	19921210
9212249	19921210
9212250	19921210
9212251	19921210
9212252	19921210
9212253	19921211
9212254	19921212
9212255	19921213
9212256	19921214
9212257	19921214
9212258	19921214
9212259	19921214
9212260	19921214
9212261	19921214
9212262	19921214
9212263	19921215
9212264	19921215
9212265	19921215
9212266	19921215
9212267	19921215
9212268	19921216
9212269	19921216
9212270	19921216
9212271	19921216
9212272	19921216
9212273	19921216
9212274	19921216
9212275	19921216
9212276	19921217
9212277	19921217
9212278	19921217
9212279	19921217
9212280	19921218
9212281	19921218
9212282	19921218
9212283	19921218
9212284	19921218
9212285	19921218
9212286	19921219
9212287	19921220
9212288	19921220
9212289	19921221
9212290	19921221
9212291	19921221
9212292	19921221
9212293	19921221
9212294	19921221
9212295	19921221
9212296	19921221
9212297	19921221
9212298	19921221
9212299	19921222
9212300	19921222
9212301	19921222
9212302	19921222
9212303	19921222
9212304	19921222
9212305	19921222
9212306	19921223
9212307	19921223
9212308	19921224
9212309	19921221
9212310	19921225
9212311	19921226
9212312	19921228
9212313	19921228
9212314	19921229
9212315	19921230
9212316	19921231
9212317	19921231
9212318	19921231
119212002	19921210
119212010	19921210
119212016	19921213
119212019	19921215
119212025	19921218
119212026	19921219
119212031	19921222
119212035	19921224
119212041	19921205
119212045	19921207
119212057	19921209
119212068	19921210
119212148	19921223
119212149	19921223
119212004	19921210
119212008	19921215
9301201	19930103
9301202	19930104
9301203	19930104
9301204	19930104
9301205	19930104
9301206	19930105
9301207	19930105
9301208	19930105
9301209	19930105
9301210	19930105
9301211	19930106
9301212	19930106
9301213	19930106
9301214	19930107
9301215	19930107
9301216	19930107
9301217	19930107
9301218	19930107
9301219	19930107
9301220	19930108
9301221	19930108
9301222	19930108
9301223	19930108
9301224	19930108
9301225	19930110
9301226	19930110
9301227	19930111
9301228	19930111
9301229	19930111
9301230	19930112
9301231	19930112
9301232	19930112
9301233	19930112
9301234	19930112
9301235	19930113
9301236	19930113
9301237	19930113
9301238	19930114
9301239	19930114
9301240	19930115
9301241	19930115
9301242	19930115
9301243	19930115
9301244	19930116
9301245	19930116
9301246	19930118
9301247	19930118
9301248	19930119
9301249	19930119
9301250	19930119
9301251	19930120
9301252	19930120
9301253	19930121
9301254	19930121
9301255	19930121
9301256	19930121
9301257	19930121
9301258	19930121
9301259	19930122
9301260	19930122
9301261	19930122
9301262	19930122
9301263	19930122
9301264	19930122
9301265	19930125
9301266	19930125
9301267	19930125
9301268	19930125
9301269	19930125
9301270	19930126
9301271	19930126
9301272	19930126
9301273	19930126
9301274	19930126
9301275	19930126
9301276	19930126
9301277	19930126
9301278	19930126
9301279	19930126
9301280	19930126
9301281	19930127
9301282	19930127
9301283	19930127
9301284	19930127
9301285	19930127
9301286	19930127
9301287	19930127
9301288	19930127
9301289	19930128
9301290	19930128
9301291	19930128
9301292	19930129
9301293	19930129
9301294	19930131
9301295	19930201
9301296	19930201
119301002	19930107
119301005	19930113
119301002	19930105
119301022	19930131
119301008	19930104
119301014	19930105
119301025	19930108
119301033	19930111
119301060	19930115
119301068	19930117
119301116	19930127
119301129	19930131
119301001	19930201
9302201	19930201
9302202	19930202
9302203	19930202
9302204	19930202
9302205	19930202
9302206	19930203
9302207	19930203
9302208	19930203
9302209	19930203
9302210	19930203
9302211	19930203
9302212	19930203
9302213	19930203
9302214	19930203
9302215	19930203
9302216	19930204
9302217	19930204
9302218	19930204
9302219	19930204
9302220	19930204
9302221	19930204
9302222	19930204
9302223	19930204
9302224	19930205
9302225	19930205
9302226	19930205
9302227	19930205
9302228	19930205
9302229	19930206
9302230	19930208
9302231	19930208
9302232	19930208
9302233	19930208
9302234	19930208
9302235	19930208
9302236	19930209
9302237	19930209
9302238	19930209
9302239	19930209
9302240	19930209
9302241	19930209
9302242	19930209
9302243	19930209
9302244	19930209
9302245	19930210
9302246	19930211
9302247	19930211
9302248	19930211
9302249	19930211
9302250	19930211
9302251	19930211
9302252	19930211
9302253	19930211
9302254	19930211
9302255	19930212
9302256	19930213
9302257	19930212
9302258	19930212
9302259	19930213
9302260	19930215
9302261	19930215
9302262	19930216
9302263	19930216
9302264	19930217
9302265	19930216
9302266	19930216
9302267	19930217
9302268	19930217
9302269	19930217
9302270	19930217
9302271	19930217
9302272	19930217
9302273	19930217
9302274	19930218
9302275	19930218
9302276	19930218
9302277	19930218
9302278	19930218
9302279	19930219
9302280	19930219
9302281	19930219
9302282	19930219
9302283	19930220
9302284	19930220
9302285	19930222
9302286	19930222
9302287	19930222
9302288	19930222
9302289	19930222
9302290	19930222
9302291	19930222
9302292	19930222
9302293	19930223
9302294	19930223
9302295	19930223
9302296	19930224
9302297	19930223
9302298	19930224
9302299	19930224
9302300	19930224
9302301	19930224
9302302	19930224
9302303	19930224
9302304	19930224
9302305	19930224
9302306	19930224
9302307	19930224
9302308	19930224
9302309	19930225
9302310	19930225
9302311	19930225
9302312	19930226
9302313	19930226
9302314	19930226
9302315	19930226
9302316	19930226
9302317	19930226
9302318	19930226
9302319	19930226
9302320	19930228
9302321	19930228
119302002	19930203
119302003	19930203
119302006	19930204
119302010	19930218
119302013	19930223
119302009	19930209
119302019	19930218
119302012	19930228
119302081	19930218
119302002	19930203
119302003	19930205
119302014	19930225
119302015	19930225
9303201	19930301
9303202	19930301
9303203	19930302
9303204	19930302
9303205	19930302
9303206	19930302
9303207	19930302
9303208	19930303
9303209	19930303
9303210	19930303
9303211	19930303
9303212	19930303
9303213	19930303
9303214	19930303
9303215	19930303
9303216	19930303
9303217	19930303
9303218	19930303
9303219	19930304
9303220	19930304
9303221	19930304
9303222	19930304
9303223	19930304
9303224	19930304
9303225	19930304
9303226	19930305
9303227	19930306
9303228	19930307
9303229	19930308
9303230	19930308
9303231	19930308
9303232	19930309
9303233	19930309
9303234	19930309
9303235	19930309
9303236	19930309
9303237	19930309
9303238	19930310
9303239	19930310
9303240	19930310
9303241	19930310
9303242	19930310
9303243	19930311
9303244	19930311
9303245	19930311
9303246	19930311
9303247	19930311
9303248	19930311
9303249	19930311
9303250	19930312
9303251	19930312
9303252	19930312
9303253	19930312
9303254	19930312
9303255	19930314
9303256	19930314
9303257	19930314
9303258	19930314
9303259	19930315
9303260	19930315
9303261	19930315
9303262	19930316
9303263	19930316
9303264	19930316
9303265	19930316
9303266	19930316
9303267	19930316
9303268	19930316
9303269	19930316
9303270	19930317
9303271	19930317
9303272	19930317
9303273	19930317
9303274	19930317
9303275	19930317
9303276	19930318
9303277	19930318
9303278	19930318
9303279	19930318
9303280	19930318
9303281	19930318
9303282	19930318
9303283	19930319
9303284	19930319
9303285	19930319
9303286	19930319
9303287	19930322
9303288	19930322
9303289	19930322
9303290	19930322
9303291	19930323
9303292	19930322
9303293	19930323
9303294	19930323
9303295	19930323
9303296	19930323
9303297	19930323
9303298	19930324
9303299	19930324
9303300	19930324
9303301	19930324
9303302	19930324
9303303	19930324
9303304	19930324
9303305	19930325
9303306	19930325
9303307	19930325
9303308	19930325
9303309	19930326
9303310	19930327
9303311	19930329
9303312	19930329
9303313	19930329
9303314	19930330
9303315	19930330
9303316	19930330
9303317	19930330
9303318	19930330
9303319	19930330
9303320	19930331
9303321	19930331
9303322	19930331
9303323	19930331
9303324	19930401
9303325	19930401
119303001	19930301
119303005	19930310
119303009	19930319
119303014	19930325
119303019	19930331
119303025	19930320
119303005	19930310
119303008	19930317
119303014	19930326
119303003	19930301
119303024	19930303
119303040	19930308
119303046	19930308
119303053	19930309
119303070	19930311
119303124	19930323
119303177	19930331
119303004	19930304
9304201	19930401
9304202	19930401
9304203	19930401
9304204	19930402
9304205	19930402
9304206	19930402
9304207	19930403
9304208	19930403
9304209	19930403
9304210	19930404
9304211	19930405
9304212	19930405
9304213	19930405
9304214	19930405
9304215	19930405
9304216	19930405
9304217	19930405
9304218	19930405
9304219	19930406
9304220	19930406
9304221	19930406
9304222	19930406
9304223	19930406
9304224	19930406
9304225	19930406
9304226	19930406
9304227	19930407
9304228	19930407
9304229	19930407
9304230	19930408
9304231	19930408
9304232	19930408
9304233	19930408
9304234	19930408
9304235	19930408
9304236	19930408
9304237	19930408
9304238	19930408
9304239	19930408
9304240	19930408
9304241	19930409
9304242	19930410
9304243	19930410
9304244	19930412
9304245	19930412
9304246	19930413
9304247	19930413
9304248	19930413
9304249	19930413
9304250	19930413
9304251	19930414
9304252	19930414
9304253	19930414
9304254	19930414
9304255	19930415
9304256	19930415
9304257	19930415
9304258	19930415
9304259	19930415
9304260	19930415
9304261	19930416
9304262	19930416
9304263	19930416
9304264	19930416
9304265	19930416
9304266	19930418
9304267	19930419
9304268	19930419
9304269	19930419
9304270	19930419
9304271	19930419
9304272	19930419
9304273	19930420
9304274	19930420
9304275	19930420
9304276	19930420
9304277	19930420
9304278	19930420
9304279	19930420
9304280	19930421
9304281	19930421
9304282	19930421
9304283	19930421
9304284	19930421
9304285	19930421
9304286	19930421
9304287	19930422
9304288	19930422
9304289	19930422
9304290	19930422
9304291	19930422
9304292	19930423
9304293	19930423
9304294	19930423
9304295	19930423
9304296	19930423
9304297	19930423
9304298	19930426
9304299	19930426
9304300	19930427
9304301	19930427
9304302	19930427
9304303	19930427
9304304	19930427
9304305	19930427
9304306	19930427
9304307	19930427
9304308	19930427
9304309	19930427
9304310	19930427
9304311	19930428
9304312	19930428
9304313	19930428
9304314	19930429
9304315	19930429
9304316	19930429
9304317	19930429
9304318	19930430
9304319	19930430
9304320	19930430
9304321	19930430
9304322	19930430
119304012	19930412
119304014	19930414
119304017	19930418
119304015	19930412
119304011	19930420
119304005	19930402
119304023	19930407
119304104	19930422
119304136	19930430
119304139	19930427
119304153	19930429
119304010	19930413
119304017	19930422
119304020	19930424
119304021	19930425
119304023	19930427
9305201	19930503
9305202	19930503
9305203	19930503
9305204	19930503
9305205	19930503
9305206	19930503
9305207	19930503
9305208	19930504
9305209	19930504
9305210	19930504
9305211	19930504
9305212	19930505
9305213	19930505
9305214	19930506
9305215	19930506
9305216	19930506
9305217	19930506
9305218	19930506
9305219	19930506
9305220	19930506
9305221	19930506
9305222	19930506
9305223	19930507
9305224	19930507
9305225	19930507
9305226	19930507
9305227	19930507
9305228	19930507
9305229	19930507
9305230	19930507
9305231	19930510
9305232	19930510
9305233	19930510
9305234	19930510
9305235	19930510
9305236	19930510
9305237	19930511
9305238	19930511
9305239	19930511
9305240	19930511
9305241	19930511
9305242	19930511
9305243	19930511
9305244	19930511
9305245	19930511
9305246	19930511
9305247	19930511
9305248	19930511
9305249	19930511
9305250	19930511
9305251	19930512
9305252	19930511
9305253	19930512
9305254	19930512
9305255	19930512
9305256	19930512
9305257	19930512
9305258	19930512
9305259	19930512
9305260	19930512
9305261	19930513
9305262	19930513
9305263	19930513
9305264	19930513
9305265	19930513
9305266	19930513
9305267	19930514
9305268	19930514
9305269	19930514
9305270	19930514
9305271	19930514
9305272	19930514
9305273	19930517
9305274	19930517
9305275	19930517
9305276	19930517
9305277	19930517
9305278	19930517
9305279	19930517
9305280	19930518
9305281	19930518
9305282	19930518
9305283	19930518
9305284	19930518
9305285	19930518
9305286	19930519
9305287	19930519
9305288	19930519
9305289	19930519
9305290	19930519
9305291	19930519
9305292	19930520
9305293	19930520
9305294	19930521
9305295	19930520
9305296	19930521
9305297	19930521
9305298	19930521
9305299	19930521
9305300	19930521
9305301	19930521
9305302	19930524
9305303	19930524
9305304	19930524
9305305	19930524
9305306	19930524
9305307	19930524
9305308	19930524
9305309	19930524
9305310	19930524
9305311	19930525
9305312	19930525
9305313	19930525
9305314	19930525
9305315	19930525
9305316	19930525
9305317	19930525
9305318	19930526
9305319	19930526
9305320	19930526
9305321	19930526
9305322	19930526
9305323	19930526
9305324	19930526
9305325	19930526
9305326	19930526
9305327	19930526
9305328	19930526
9305329	19930527
9305330	19930527
9305331	19930527
9305332	19930527
9305333	19930527
9305334	19930527
9305335	19930527
9305336	19930527
9305337	19930527
9305338	19930527
9305339	19930527
9305340	19930527
9305341	19930527
9305342	19930527
9305343	19930527
9305344	19930528
9305345	19930528
9305346	19930528
9305347	19930529
9305348	19930531
9305349	19930531
119305020	19930517
119305028	19930522
119305030	19930524
119305003	19930503
119305008	19930507
119305014	19930517
119305025	19930527
119305007	19930503
119305052	19930512
119305056	19930513
119305064	19930514
119305081	19930518
119305097	19930520
119305141	19930525
119305005	19930510
119305010	19930518
119305011	19930518
9306201	19930601
9306202	19930601
9306203	19930601
9306204	19930601
9306205	19930601
9306206	19930601
9306207	19930601
9306208	19930602
9306209	19930602
9306210	19930602
9306211	19930602
9306212	19930602
9306213	19930602
9306214	19930602
9306215	19930602
9306216	19930603
9306217	19930603
9306218	19930603
9306219	19930603
9306220	19930603
9306221	19930603
9306222	19930603
9306223	19930603
9306224	19930604
9306225	19930604
9306226	19930604
9306227	19930604
9306228	19930604
9306229	19930604
9306230	19930606
9306231	19930605
9306232	19930605
9306233	19930605
9306234	19930607
9306235	19930607
9306236	19930607
9306237	19930607
9306238	19930607
9306239	19930607
9306240	19930607
9306241	19930706
9306242	19930607
9306243	19930608
9306244	19930608
9306245	19930608
9306246	19930608
9306247	19930608
9306248	19930608
9306249	19930609
9306250	19930609
9306251	19930609
9306252	19930609
9306253	19930609
9306254	19930610
9306255	19930610
9306256	19930610
9306257	19930610
9306258	19930611
9306259	19930611
9306260	19930611
9306261	19930611
9306262	19930611
9306263	19930611
9306264	19930611
9306265	19930611
9306266	19930611
9306267	19930611
9306268	19930612
9306269	19930614
9306270	19930614
9306271	19930614
9306272	19930614
9306273	19930614
9306274	19930614
9306275	19930615
9306276	19930615
9306277	19930615
9306278	19930616
9306279	19930616
9306280	19930617
9306281	19930617
9306282	19930617
9306283	19930617
9306284	19930617
9306285	19930618
9306286	19930618
9306287	19930618
9306288	19930618
9306289	19930618
9306290	19930618
9306291	19930619
9306292	19930620
9306293	19930621
9306294	19930621
9306295	19930621
9306296	19930621
9306297	19930621
9306298	19930621
9306299	19930621
9306300	19930622
9306301	19930622
9306302	19930622
9306303	19930622
9306304	19930623
9306305	19930623
9306306	19930623
9306307	19930623
9306308	19930623
9306309	19930623
9306310	19930624
9306311	19930624
9306312	19930624
9306313	19930625
9306314	19930622
9306315	19930625
9306316	19930625
9306317	19930625
9306318	19930625
9306319	19930625
9306320	19930626
9306321	19930628
9306322	19930628
9306323	19930628
9306324	19930628
9306325	19930628
9306326	19930629
9306327	19930629
9306328	19930629
9306329	19930629
9306330	19930629
9306331	19930630
9306332	19930630
9306333	19930630
9306334	19930630
9306335	19930630
9306336	19930630
9306337	19930701
119306009	19930615
119306012	19930615
119306014	19930617
119306024	19930624
119306029	19930630
119306005	19930604
119306009	19930611
119306012	19930616
119306014	19930617
119306016	19930618
119306017	19930621
119306015	19930602
119306108	19930620
119306113	19930622
119306114	19930622
119306115	19930622
119306131	19930625
119306148	19930628
119306003	19930602
119306004	19930603
119306024	19930627
9307201	19930701
9307202	19930701
9307203	19930701
9307204	19930701
9307205	19930701
9307206	19930701
9307207	19930701
9307208	19930701
9307209	19930702
9307210	19930702
9307211	19930702
9307212	19930702
9307213	19930702
9307214	19930702
9307215	19930702
9307216	19930702
9307217	19930705
9307218	19930705
9307219	19930705
9307220	19930705
9307221	19930705
9307222	19930705
9307223	19930705
9307224	19930706
9307225	19930706
9307226	19930706
9307227	19930706
9307228	19930707
9307229	19930707
9307230	19930707
9307231	19930707
9307232	19930708
9307233	19930708
9307234	19930708
9307235	19930708
9307236	19930708
9307237	19930708
9307238	19930709
9307239	19930709
9307240	19930709
9307241	19930710
9307242	19930710
9307243	19930710
9307244	19930710
9307245	19930710
9307246	19930711
9307247	19930711
